year_week	year	week	excess_ttl
2020_01	2020	1	0.46638843693237586
2020_02	2020	2	0.10106759183105465
2020_03	2020	3	-0.017000113289593808
2020_04	2020	4	-0.04346204750656851
2020_05	2020	5	0.11576499876709805
2020_06	2020	6	0.34306469395654426
2020_07	2020	7	0.1011086143088732
2020_08	2020	8	-0.10434926929554203
2020_09	2020	9	-0.10550519058906713
2020_10	2020	10	-0.1840187650803916
2020_11	2020	11	-0.19888485504865222
2020_12	2020	12	-0.02138498589228656
2020_13	2020	13	-0.10454885685595336
2020_14	2020	14	-0.08361451708426326
2020_15	2020	15	0.34394823822533055
2020_16	2020	16	0.07398177179939064
2020_17	2020	17	0.4404639763315591
2020_18	2020	18	0.2927108832666929
2020_19	2020	19	0.14187604352133917
2020_20	2020	20	0.44172320638201107
2020_21	2020	21	0.23163583364788293
2020_22	2020	22	0.2147535251786416
2020_23	2020	23	0.16710607398311111
2020_24	2020	24	0.3565400948153188
2020_25	2020	25	0.051657094513919366
2020_26	2020	26	-0.0931444228690283
2020_27	2020	27	0.2720491189960424
2020_28	2020	28	0.09720327506955617
2020_29	2020	29	0.2960831611265496
2020_30	2020	30	0.2951947004446385
2020_31	2020	31	0.10364903033171617
2020_32	2020	32	-0.04008216563543884
2020_33	2020	33	0.3486691254459762
2020_34	2020	34	0.2266775560245863
2020_35	2020	35	0.06619067663930148
2020_36	2020	36	0.494298711297095
2020_37	2020	37	-0.16164946359849125
2020_38	2020	38	-0.05911649492738171
2020_39	2020	39	0.19360160275315108
2020_40	2020	40	0.18294209840762674
2020_41	2020	41	0.12266626386918152
2020_42	2020	42	-0.01835219714245583
2020_43	2020	43	-0.1527494715929104
2020_44	2020	44	0.06045137586957114
2020_45	2020	45	-0.025492120344444858
2020_46	2020	46	0.1261675275831961
2020_47	2020	47	0.0705666666193887
2020_48	2020	48	0.5026588984544276
2020_49	2020	49	-0.019010932393772682
2020_50	2020	50	0.06542703029792667
2020_51	2020	51	-0.07460689786033295
2020_52	2020	52	-0.26015823382224257
2021_01	2021	1	0.3196997278665929
2021_02	2021	2	0.15274081858233218
2021_03	2021	3	-0.13161405935337459
2021_04	2021	4	-0.014317710122045597
2021_05	2021	5	0.5854540501255453
2021_06	2021	6	0.5220149021642828
2021_07	2021	7	-0.06481460593421133
2021_08	2021	8	0.1383818453217654
2021_09	2021	9	-0.041140896570472825
2021_10	2021	10	-0.03723195155738124
2021_11	2021	11	0.4486086565922177
2021_12	2021	12	0.1562809817405429
2021_13	2021	13	0.6276072197282323
2021_14	2021	14	0.015662729752242036
2021_15	2021	15	-0.19557444653705636
2021_16	2021	16	0.046853352986598915
2021_17	2021	17	0.29816624328263996
2021_18	2021	18	0.14434994443385848
2021_19	2021	19	-0.06669855958524464
2021_20	2021	20	0.1050082970290835
2021_21	2021	21	0.26333741394791466
2021_22	2021	22	-0.06720350656686291
2021_23	2021	23	0.17660697902063696
2021_24	2021	24	-0.1425599727558501
2021_25	2021	25	0.028224887464251263
2021_26	2021	26	0.5207067018537413
2021_27	2021	27	0.43889632048743255
2021_28	2021	28	0.22614618472647954
2021_29	2021	29	0.2728442834010319
2021_30	2021	30	0.2252188300268364
2021_31	2021	31	0.3523813815222453
2021_32	2021	32	0.1606844429928024
2021_33	2021	33	0.13792166022524718
2021_34	2021	34	0.6139109880800615
2021_35	2021	35	-0.007178362934406668
2021_36	2021	36	0.37509757943412647
2021_37	2021	37	0.4471223413554577
2021_38	2021	38	0.4283183116810686
2021_39	2021	39	0.47094913251107107
2021_40	2021	40	-0.06948792201292517
2021_41	2021	41	0.9992223519960627
2021_42	2021	42	0.03074114434098983
2021_43	2021	43	0.31783112309930156
2021_44	2021	44	-0.22084474799258158
2021_45	2021	45	0.00044438370780238286
2021_46	2021	46	0.20885992206062926
2021_47	2021	47	0.0749448931398598
2021_48	2021	48	0.0006255348239675891
2021_49	2021	49	0.03633103854247806
2021_50	2021	50	0.11762005696468134
2021_51	2021	51	0.6376908616883373
2021_52	2021	52	1.317791120088698
2022_01	2022	1	0.16788764005316661
2022_02	2022	2	0.07492446689777707
2022_03	2022	3	0.20936534996823672
2022_04	2022	4	0.05334480642082838
2022_05	2022	5	0.2332599704765644
2022_06	2022	6	0.14119016691941708
2022_07	2022	7	0.12480980059592335
2022_08	2022	8	0.12757529187053357
2022_09	2022	9	-0.0052384756014799225
2022_10	2022	10	0.0994908139182525
2022_11	2022	11	-0.051002239572490914
2022_12	2022	12	-0.009504571643133041
2022_13	2022	13	-0.028217645290434593
2022_14	2022	14	0.0014370824253691517
2022_15	2022	15	-0.08062394797976132
2022_16	2022	16	0.010991142536073275
2022_17	2022	17	0.06891227406528304
2022_18	2022	18	0.04069673110586611
2022_19	2022	19	-0.029922769097668188
