Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
07/06/2022,Alabama,2020,41,2020-10-10,1204,993,15,189,28,58,18,63,20,21,20,303,61,137,127,,,,,,,,,,,,,,,
07/06/2022,Alabama,2020,42,2020-10-17,1190,1002,20,198,28,60,12,59,19,21,18,259,69,126,112,,,,,,,,,,,,,,,
07/06/2022,Alabama,2020,43,2020-10-24,1142,944,18,200,16,54,20,54,16,19,15,276,47,119,112,,,,,,,,,,,,,,,
07/06/2022,Alabama,2020,44,2020-10-31,1169,974,22,187,23,62,23,47,23,12,20,278,60,131,119,,,,,,,,,,,,,,,
07/06/2022,Alabama,2020,45,2020-11-07,1277,1042,15,215,27,54,14,54,18,23,21,296,65,151,141,,,,,,,,,,,,,,,
07/06/2022,Alabama,2020,46,2020-11-14,1269,1021,16,209,27,64,13,62,19,24,21,289,58,176,165,,,,,,,,,,,,,,,
07/06/2022,Alabama,2020,47,2020-11-21,1275,1021,11,195,29,69,17,58,13,27,22,267,61,168,155,,,,,,,,,,,,,,,
07/06/2022,Alabama,2020,48,2020-11-28,1326,1051,24,206,26,57,17,64,14,27,24,291,54,202,186,,,,,,,,,,,,,,,
07/06/2022,Alabama,2020,49,2020-12-05,1355,1020,30,177,32,63,14,66,28,14,22,300,66,251,239,,,,,,,,,,,,,,,
07/06/2022,Alabama,2020,50,2020-12-12,1598,1147,21,228,47,82,21,56,23,24,25,299,70,378,362,,,,,,,,,,,,,,,
07/06/2022,Alabama,2020,51,2020-12-19,1584,1122,13,195,31,71,31,69,17,26,29,310,70,390,363,,,,,,,,,,,,,,,
07/06/2022,Alabama,2020,52,2020-12-26,1626,1132,23,195,46,74,17,66,25,25,25,329,60,452,422,,,,,,,,,,,,,,,
07/06/2022,Alabama,2020,53,2021-01-02,1804,1224,22,201,35,79,21,70,26,26,37,326,77,508,479,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,1,2021-01-09,1811,1180,21,224,36,70,19,79,27,25,32,336,63,548,528,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,2,2021-01-16,1835,1175,16,211,47,67,25,63,21,24,26,347,68,596,570,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,3,2021-01-23,1791,1138,16,194,38,63,19,65,26,33,25,336,63,583,550,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,4,2021-01-30,1637,1099,20,206,37,63,20,74,24,22,21,311,63,490,460,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,5,2021-02-06,1509,1077,22,216,24,66,23,69,18,22,26,303,62,347,333,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,6,2021-02-13,1432,1089,20,200,30,66,15,67,24,19,18,328,77,265,249,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,7,2021-02-20,1332,1060,31,196,37,62,20,44,27,18,21,312,62,214,192,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,8,2021-02-27,1315,1067,21,182,22,57,22,59,18,14,16,325,75,170,152,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,9,2021-03-06,1162,962,18,203,21,50,22,42,27,27,17,262,58,110,93,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,10,2021-03-13,1189,995,12,175,25,46,21,65,16,25,25,268,52,104,93,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,11,2021-03-20,1060,905,28,166,24,60,18,49,15,22,18,233,51,81,72,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,12,2021-03-27,1191,1005,28,156,34,47,22,59,24,19,23,302,92,78,68,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,13,2021-04-03,1107,946,18,190,26,41,19,69,15,18,23,239,65,67,57,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,14,2021-04-10,1209,1046,21,204,28,47,20,56,27,23,20,290,69,53,49,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,15,2021-04-17,1170,1033,25,227,38,49,16,55,19,18,23,268,53,43,38,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,16,2021-04-24,1108,972,27,206,36,44,25,49,20,13,15,281,53,45,38,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,17,2021-05-01,1192,1062,26,216,23,50,21,64,26,25,24,303,58,46,41,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,18,2021-05-08,1156,983,16,209,39,41,10,73,24,20,16,266,57,63,60,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,19,2021-05-15,1095,941,20,180,24,48,15,69,16,30,19,273,59,50,46,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,20,2021-05-22,1095,965,16,183,22,59,17,56,16,17,17,290,51,50,40,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,21,2021-05-29,1080,968,24,210,21,59,17,58,22,18,15,273,54,33,24,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,22,2021-06-05,1086,951,19,184,23,46,20,65,20,19,17,289,61,36,31,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,23,2021-06-12,1111,976,19,199,24,61,18,61,25,15,16,275,68,34,31,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,24,2021-06-19,1135,1006,24,218,28,35,21,56,12,32,15,270,63,24,17,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,25,2021-06-26,1074,955,25,163,37,30,16,68,15,20,19,281,63,36,28,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,26,2021-07-03,1062,925,22,202,25,47,13,45,13,22,17,254,74,22,21,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,27,2021-07-10,1133,986,24,206,19,47,19,45,18,15,15,304,57,37,34,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,28,2021-07-17,1055,931,24,180,33,40,16,62,14,16,20,241,54,43,40,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,29,2021-07-24,1105,935,23,188,39,46,14,75,15,28,24,260,41,63,57,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,30,2021-07-31,1170,978,26,194,30,52,18,55,15,23,23,271,49,109,102,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,31,2021-08-07,1330,1012,20,197,33,42,15,55,12,19,24,295,70,226,213,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,32,2021-08-14,1441,1026,20,221,36,50,13,65,26,19,19,287,71,345,326,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,33,2021-08-21,1577,1074,21,199,34,48,20,78,14,26,17,324,60,420,403,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,34,2021-08-28,1619,1086,20,195,49,55,13,68,13,16,34,317,68,477,459,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,35,2021-09-04,1607,1023,17,184,33,42,22,53,19,31,23,301,60,497,476,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,36,2021-09-11,1750,1118,25,192,34,49,32,68,18,22,27,325,85,548,531,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,37,2021-09-18,1586,1032,17,194,26,62,22,61,17,22,22,313,53,474,454,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,38,2021-09-25,1450,949,22,190,31,60,15,49,12,21,18,251,65,410,395,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,39,2021-10-02,1496,1038,21,207,31,42,18,64,11,22,22,274,61,366,350,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,40,2021-10-09,1371,1025,26,195,34,51,21,66,19,17,20,314,63,259,246,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,41,2021-10-16,1278,967,16,211,34,50,17,48,17,21,23,232,67,217,204,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,42,2021-10-23,1211,974,32,192,25,45,27,63,21,18,25,255,60,157,142,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,43,2021-10-30,1121,924,13,184,29,43,12,51,15,22,26,268,44,99,92,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,44,2021-11-06,1188,1013,23,196,42,51,25,63,17,20,20,270,68,85,74,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,45,2021-11-13,1177,1030,28,225,29,47,14,70,17,24,28,259,61,86,78,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,46,2021-11-20,1115,1007,17,181,43,48,11,66,27,23,18,250,65,51,44,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,47,2021-11-27,1188,1043,26,200,32,60,25,70,16,18,21,272,65,59,52,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,48,2021-12-04,1257,1089,34,207,29,53,12,62,14,23,12,317,67,69,59,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,49,2021-12-11,1247,1091,22,202,32,45,19,77,18,26,26,296,66,56,53,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,50,2021-12-18,1148,998,15,183,35,58,24,58,17,18,19,295,59,71,63,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,51,2021-12-25,1144,994,26,168,29,49,25,56,19,29,16,294,62,74,65,,,,,,,,,,,,,,,
07/06/2022,Alabama,2021,52,2022-01-01,1205,1051,27,187,24,62,23,82,12,24,15,288,80,82,64,,,,,,,,,,,,,,,
07/06/2022,Alabama,2022,1,2022-01-08,865,721,16,137,27,39,15,54,14,18,10,190,39,108,98,,,,,,,,,,,,,,,
07/06/2022,Alabama,2022,2,2022-01-15,1077,899,23,151,38,52,18,62,20,15,15,267,42,168,144,,,,,,,,,,,,,,,
07/06/2022,Alabama,2022,3,2022-01-22,883,702,13,127,23,41,10,41,13,10,,201,41,168,148,,,,,,,,,,,Suppressed (counts 1-9),,,,
07/06/2022,Alabama,2022,4,2022-01-29,1073,803,22,139,27,43,17,44,20,19,16,221,52,278,243,,,,,,,,,,,,,,,
07/06/2022,Alabama,2022,5,2022-02-05,1413,1042,23,203,42,69,,64,31,22,18,299,48,345,309,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Alabama,2022,6,2022-02-12,1389,1041,18,187,38,65,25,66,23,29,21,280,59,332,295,,,,,,,,,,,,,,,
07/06/2022,Alabama,2022,7,2022-02-19,1127,872,12,177,21,50,11,41,10,25,19,264,57,241,207,,,,,,,,,,,,,,,
07/06/2022,Alabama,2022,8,2022-02-26,1089,844,17,167,26,44,12,60,17,17,20,230,46,206,177,,,,,,,,,,,,,,,
07/06/2022,Alabama,2022,9,2022-03-05,994,835,17,145,29,43,12,51,18,24,12,237,58,130,112,,,,,,,,,,,,,,,
07/06/2022,Alabama,2022,10,2022-03-12,900,784,19,159,21,33,13,62,12,22,11,234,47,77,60,,,,,,,,,,,,,,,
07/06/2022,Alabama,2022,11,2022-03-19,929,832,16,172,27,27,11,59,18,20,18,245,46,63,50,,,,,,,,,,,,,,,
07/06/2022,Alabama,2022,12,2022-03-26,810,743,13,129,23,36,11,47,13,17,17,211,36,41,27,,,,,,,,,,,,,,,
07/06/2022,Alabama,2022,13,2022-04-02,724,673,18,125,30,24,20,37,20,21,19,169,47,20,15,,,,,,,,,,,,,,,
07/06/2022,Alabama,2022,14,2022-04-09,885,826,16,158,29,35,16,37,,24,27,247,52,24,17,,,,,,,,,Suppressed (counts 1-9),,,,,,
07/06/2022,Alabama,2022,15,2022-04-16,924,866,17,168,25,43,11,60,21,22,26,232,56,14,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
07/06/2022,Alabama,2022,16,2022-04-23,933,873,24,162,29,41,17,52,25,26,24,250,42,20,14,,,,,,,,,,,,,,,
07/06/2022,Alabama,2022,17,2022-04-30,939,875,19,163,24,50,11,57,24,22,29,238,59,15,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
07/06/2022,Alabama,2022,18,2022-05-07,777,723,17,153,24,25,15,35,21,13,29,196,48,16,14,,,,,,,,,,,,,,,
07/06/2022,Alabama,2022,19,2022-05-14,794,763,18,158,22,31,14,49,15,19,21,213,36,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alabama,2022,20,2022-05-21,900,869,25,170,23,50,11,54,10,23,35,228,53,13,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
07/06/2022,Alabama,2022,21,2022-05-28,950,922,27,185,19,42,14,42,16,23,32,267,53,10,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
07/06/2022,Alabama,2022,22,2022-06-04,848,837,16,156,23,58,13,48,22,23,35,198,53,17,10,,,,,,,,,,,,,,,
07/06/2022,Alabama,2022,23,2022-06-11,852,835,20,178,23,51,11,43,19,18,34,226,43,21,17,,,,,,,,,,,,,,,
07/06/2022,Alabama,2022,24,2022-06-18,734,722,19,152,18,42,,35,18,17,14,217,40,15,12,,,,,,,Suppressed (counts 1-9),,,,,,,,
07/06/2022,Alabama,2022,25,2022-06-25,533,525,15,105,15,29,,31,,11,11,141,30,11,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9)
07/06/2022,Alaska,2020,1,2020-01-04,89,71,,16,,,0,,0,,0,17,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,2,2020-01-11,105,93,,22,,,0,,,,0,24,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,3,2020-01-18,99,83,,21,,,0,,,,0,15,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,4,2020-01-25,97,82,,21,,,0,,0,,,19,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,5,2020-02-01,85,74,,17,,,,,,0,,20,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,6,2020-02-08,92,75,0,15,,,,,,,,22,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,7,2020-02-15,89,74,,20,,,0,,,,0,19,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,8,2020-02-22,83,64,,16,,,,,,0,,,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,9,2020-02-29,84,76,,18,,0,,,,,,14,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,10,2020-03-07,79,68,,20,0,,,,,,0,15,,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,11,2020-03-14,92,80,,20,,0,,,,0,,22,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,12,2020-03-21,69,55,0,,,,,,,,,10,,0,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,13,2020-03-28,86,73,,16,,,,,,,0,15,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,14,2020-04-04,98,82,,21,,,,,,0,0,14,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,15,2020-04-11,84,69,,15,,,,,,,,20,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,16,2020-04-18,80,70,0,17,,,,,0,,0,13,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,17,2020-04-25,61,55,,12,0,,,,,,0,12,0,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
07/06/2022,Alaska,2020,18,2020-05-02,87,78,,17,,,,,,0,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,19,2020-05-09,89,77,,20,,,,,,0,0,13,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),
07/06/2022,Alaska,2020,20,2020-05-16,84,68,0,18,,0,,,0,,,20,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,21,2020-05-23,82,68,0,19,,,0,,0,0,0,17,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,22,2020-05-30,97,82,,23,,,0,,0,,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,23,2020-06-06,79,66,0,16,,,,,,0,,19,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,24,2020-06-13,88,69,,19,,,,,,0,0,16,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,25,2020-06-20,92,74,0,28,0,,,,0,,,15,,0,0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,26,2020-06-27,90,67,0,16,,,,,,0,,15,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
07/06/2022,Alaska,2020,27,2020-07-04,84,63,,16,,,0,,0,,,17,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,28,2020-07-11,101,82,,20,,,0,,0,,,19,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,29,2020-07-18,89,71,0,20,,,0,,0,,,12,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,30,2020-07-25,93,74,0,20,,,,,0,,,19,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,31,2020-08-01,114,78,0,17,,,0,,,,0,18,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,32,2020-08-08,101,82,,15,,,0,,0,,,20,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,33,2020-08-15,74,63,0,15,,,0,,0,,,17,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,34,2020-08-22,116,97,,25,,,,,0,0,,27,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,35,2020-08-29,93,72,,23,,,0,,0,0,,11,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,36,2020-09-05,105,86,,20,,,,,,0,0,17,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,37,2020-09-12,87,70,,22,,,0,,0,,,12,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,38,2020-09-19,104,78,,16,,,0,,,,,10,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,39,2020-09-26,114,91,,18,,,0,,,,,18,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,40,2020-10-03,78,63,0,,,,0,,,0,,19,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,41,2020-10-10,117,91,,20,,,,,,,,26,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,42,2020-10-17,101,82,,25,,,0,,,,0,14,,10,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
07/06/2022,Alaska,2020,43,2020-10-24,102,84,0,17,,,,,0,,,27,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
07/06/2022,Alaska,2020,44,2020-10-31,107,85,0,30,,,,,0,,,13,,10,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
